symbol,ref_count,example1,example2,example3
NOPE,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:666,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:691,
NOPEIT,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:452,/Users/j.harris/code/cruisin-usa/CUSA.ASM:454,
NOPLINK,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1040,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1047,
NOPLOTpot0,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:813,/Users/j.harris/code/cruisin-usa/DIAG.ASM:825,
NOPLOTpot1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:831,/Users/j.harris/code/cruisin-usa/DIAG.ASM:843,
NOPLOTpot2,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:849,/Users/j.harris/code/cruisin-usa/DIAG.ASM:861,
NORMAL_ROADKILL,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:160,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:163,
NOSECRET_CRUISE,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3583,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3587,
NOSHAD,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1165,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1263,
NOSKID,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3233,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3277,
NOSL2DIE2,2,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:276,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:281,
NOSND1,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:157,/Users/j.harris/code/cruisin-usa/INTRO.ASM:159,
NOSND2,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:317,/Users/j.harris/code/cruisin-usa/INTRO.ASM:319,
NOSTOPWUPDT,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:785,/Users/j.harris/code/cruisin-usa/CUSA.ASM:787,
NOT0,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:389,/Users/j.harris/code/cruisin-usa/HEADS.ASM:393,
NOT10,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:265,/Users/j.harris/code/cruisin-usa/HEADS.ASM:273,
NOT2ND,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:785,/Users/j.harris/code/cruisin-usa/DIAG.ASM:787,
NOT366,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:888,/Users/j.harris/code/cruisin-usa/TRANS.ASM:910,
NOT3RD,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:791,/Users/j.harris/code/cruisin-usa/DIAG.ASM:793,
NOT4TH,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:797,/Users/j.harris/code/cruisin-usa/DIAG.ASM:799,
NOT_1PAL,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:125,/Users/j.harris/code/cruisin-usa/OBJ.ASM:135,
NOT_ATOZ,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:802,/Users/j.harris/code/cruisin-usa/BONUS.ASM:811,
NOT_COP,2,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:90,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:93,
NOT_F1,2,/Users/j.harris/code/cruisin-usa/SND.ASM:772,/Users/j.harris/code/cruisin-usa/SND.ASM:854,
NOT_F4,2,/Users/j.harris/code/cruisin-usa/SND.ASM:859,/Users/j.harris/code/cruisin-usa/SND.ASM:877,
NOT_F6,2,/Users/j.harris/code/cruisin-usa/SND.ASM:879,/Users/j.harris/code/cruisin-usa/SND.ASM:891,
NOT_FIRST_TIME,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:590,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:594,
NOT_ILLUM,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:118,/Users/j.harris/code/cruisin-usa/OBJ.ASM:122,
NOT_NEXT_PAGE,2,/Users/j.harris/code/cruisin-usa/ERROR.ASM:331,/Users/j.harris/code/cruisin-usa/ERROR.ASM:340,
NOT_ON_SUPPROADLIST,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:491,/Users/j.harris/code/cruisin-usa/OBJ.ASM:498,
NOT_ON_SUPPXLIST,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:467,/Users/j.harris/code/cruisin-usa/OBJ.ASM:474,
NOT_PACKED_PAL,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:116,/Users/j.harris/code/cruisin-usa/PALL.ASM:156,
NOT_RACE1,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:104,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:110,
NOT_ROADKILL,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1803,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1806,
NOT_WEAVER_LP2,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:467,/Users/j.harris/code/cruisin-usa/RHO.ASM:472,
NOTAUTO,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:971,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1006,
NOTBIGOBJ,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:752,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:756,
NOTCLR,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:93,/Users/j.harris/code/cruisin-usa/PALL.ASM:99,
NOTCOCONUT,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1323,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1349,
NOTCORNFLAKE,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:530,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:566,
NOTCURSOR,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:912,/Users/j.harris/code/cruisin-usa/TRANS.ASM:920,
NOTDOWNA,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2399,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2421,
NOTDRIVE,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:777,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:788,
NOTDYNAMIC,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:547,/Users/j.harris/code/cruisin-usa/OBJ.ASM:563,
NOTFRNT,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:879,/Users/j.harris/code/cruisin-usa/TRANS.ASM:886,
NOTGO,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:729,/Users/j.harris/code/cruisin-usa/PLYR.ASM:732,
NOTGROUND,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:791,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:800,
NOTHELI,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3011,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3028,
NOTINITIAL,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1625,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1640,
NOTINTRO,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3128,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3133,
NOTLEFT,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:515,/Users/j.harris/code/cruisin-usa/TRANS.ASM:544,
NOTLEN,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:922,/Users/j.harris/code/cruisin-usa/TRANS.ASM:926,
NOTLINKED3,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:321,/Users/j.harris/code/cruisin-usa/RACER.ASM:336,
NOTLOST,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:173,/Users/j.harris/code/cruisin-usa/HUD.ASM:185,
NOTMAN,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:934,/Users/j.harris/code/cruisin-usa/TRANS.ASM:969,
NOTNIN,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:769,/Users/j.harris/code/cruisin-usa/BONUS.ASM:773,
NOTOFF,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1717,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1729,
NOTPERR,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1909,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1918,
NOTPTCYC,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1008,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1033,
NOTQQERRORX,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1936,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1940,
NOTQQERRORY,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1942,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1946,
NOTQQERRORZ,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1949,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1985,
NOTQSTATUS,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1920,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1932,
NOTREN,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:928,/Users/j.harris/code/cruisin-usa/TRANS.ASM:932,
NOTRESETVOL,2,/Users/j.harris/code/cruisin-usa/SND.ASM:646,/Users/j.harris/code/cruisin-usa/SND.ASM:654,
NOTRET,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2365,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2369,
NOTSIGN,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:803,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:812,
NOTSPEC3,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:351,/Users/j.harris/code/cruisin-usa/HEADS.ASM:385,
NOTSPEC4,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:298,/Users/j.harris/code/cruisin-usa/HEADS.ASM:307,
NOTSPEC7,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:286,/Users/j.harris/code/cruisin-usa/HEADS.ASM:293,
NOTSPEC8,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:276,/Users/j.harris/code/cruisin-usa/HEADS.ASM:282,
NOTSPEC99,2,/Users/j.harris/code/cruisin-usa/HEADS.ASM:310,/Users/j.harris/code/cruisin-usa/HEADS.ASM:348,
NOTTHIS,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1056,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1077,
NOTTLRST,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:959,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1006,
NOTUPA,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2373,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2397,
NOTURN,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:519,/Users/j.harris/code/cruisin-usa/RACER.ASM:533,
NOTUSA_RACE,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:504,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:511,
NOTWEAVER,2,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:190,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:198,
NOTWHELTOSEL,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1036,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1061,
NOULOG,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:912,/Users/j.harris/code/cruisin-usa/INTRO.ASM:916,
NOVOL,2,/Users/j.harris/code/cruisin-usa/SND.ASM:486,/Users/j.harris/code/cruisin-usa/SND.ASM:489,
NOWARP,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:89,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:106,
NOWAY543,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:849,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:852,
NOWORRY,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:404,/Users/j.harris/code/cruisin-usa/INTRO.ASM:409,
NOWTLD,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:659,/Users/j.harris/code/cruisin-usa/COMP.ASM:673,
NOWTOEXIT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:615,/Users/j.harris/code/cruisin-usa/DIAG.ASM:621,
NOXIT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1586,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1590,
NP1,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:224,/Users/j.harris/code/cruisin-usa/MPROC.ASM:230,
NRST,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3516,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3521,
NSC,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:945,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:955,
NSCD,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2344,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2346,
NSND1,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1556,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1558,
NSND2,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1671,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1678,
NSSD,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3702,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3704,
NTEST,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:735,/Users/j.harris/code/cruisin-usa/CUSA.ASM:748,
NTLTS,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:449,/Users/j.harris/code/cruisin-usa/TRANS.ASM:455,
NTRM1,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:957,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:968,
NTRN,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3032,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3035,
NTT1,2,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:368,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:372,
NTT1A,2,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:374,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:378,
NTT1B,2,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:380,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:384,
NUPDE,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1565,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1579,
NUPDT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1548,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1562,
NUTHIN,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:662,/Users/j.harris/code/cruisin-usa/TRANS.ASM:671,
NUTRACK,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:390,/Users/j.harris/code/cruisin-usa/RACER.ASM:408,
NUWHL1,2,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:48,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:54,
NUWHL2,2,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:70,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:75,
NUWHL3,2,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:77,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:82,
NWHEL1,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:970,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:981,
NXTCHK,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1193,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1246,
NXTDRONE,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:984,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1118,
NXTGRP,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:475,/Users/j.harris/code/cruisin-usa/TEXT.ASM:658,
NXTLP,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:104,/Users/j.harris/code/cruisin-usa/DRONES.ASM:199,
NXTNAME,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:715,/Users/j.harris/code/cruisin-usa/BONUS.ASM:726,
NXTWT,2,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:334,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:339,
NZERO,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:289,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:292,
O_FOUND,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1972,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1979,
O_GFOUND,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2041,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2049,
OBSCL,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1339,/Users/j.harris/code/cruisin-usa/RACER.ASM:1352,
OBSCX,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1338,/Users/j.harris/code/cruisin-usa/RACER.ASM:1353,
ODG1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2171,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2176,
OE,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:103,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2391,
OFFRED,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2201,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2202,
OFFRLP,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1712,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1722,
OFFROADBUFF,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:47,/Users/j.harris/code/cruisin-usa/HUD.ASM:197,
OFFS,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2667,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2738,
OFJN,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:184,/Users/j.harris/code/cruisin-usa/HUD.ASM:194,
OGFNX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2071,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2076,
OGFNX1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2079,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2081,
OH_GNO,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2034,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2046,
OH_NO,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1964,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1977,
OI1,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1399,/Users/j.harris/code/cruisin-usa/RACER.ASM:1413,
OI10,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1416,/Users/j.harris/code/cruisin-usa/RACER.ASM:1419,
OI2,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1418,/Users/j.harris/code/cruisin-usa/RACER.ASM:1425,
OI4,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1389,/Users/j.harris/code/cruisin-usa/RACER.ASM:1442,
OK,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1499,/Users/j.harris/code/cruisin-usa/RACER.ASM:1646,
OK23,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:218,/Users/j.harris/code/cruisin-usa/INFIN.ASM:220,
ok23a,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:734,/Users/j.harris/code/cruisin-usa/INFIN.ASM:736,
ok24a,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:740,/Users/j.harris/code/cruisin-usa/INFIN.ASM:742,
OK554,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:223,/Users/j.harris/code/cruisin-usa/INFIN.ASM:225,
OK_SMOKE,2,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:168,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:173,
OL,2,/Users/j.harris/code/cruisin-usa/OVERLAY.ASM:84,/Users/j.harris/code/cruisin-usa/OVERLAY.ASM:103,
OLDPLYSPD,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:54,/Users/j.harris/code/cruisin-usa/PLYR.ASM:317,
OM_DIAGVALUE,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1452,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1465,
OM_DRONEL,2,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:372,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:404,
OMGX,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:316,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:321,
ommdfont_p,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:249,/Users/j.harris/code/cruisin-usa/TEXT.ASM:266,
OMYG1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2149,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2155,
ONBUZZ_L,2,/Users/j.harris/code/cruisin-usa/CHOPPER.ASM:260,/Users/j.harris/code/cruisin-usa/CHOPPER.ASM:372,
oncram,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:575,/Users/j.harris/code/cruisin-usa/MACS.EQU:579,
ONE_LOG,2,/Users/j.harris/code/cruisin-usa/ERROR.ASM:271,/Users/j.harris/code/cruisin-usa/ERROR.ASM:293,
ONESNDFX2,2,/Users/j.harris/code/cruisin-usa/SND.ASM:471,/Users/j.harris/code/cruisin-usa/SND.ASM:475,
ONEX,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:161,/Users/j.harris/code/cruisin-usa/COMM.ASM:183,
ONS,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2666,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2737,
OSCANACT,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1143,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1154,
OSCANL,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1140,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1169,
osg10fnt_p,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:289,/Users/j.harris/code/cruisin-usa/TEXT.ASM:306,
OTA1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2124,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2130,
OTAG,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2096,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2106,
OTAG1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2100,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2104,
OTAGX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2108,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2111,
OTHER_MENU,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1937,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1980,
OUCX,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:518,/Users/j.harris/code/cruisin-usa/TEXT.ASM:606,
oucX,2,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:366,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:412,
OUT_OF_TRACK,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:337,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:339,
OUTRLP,2,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:377,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:406,
pa,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:62,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:228,
PAIRB,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:811,/Users/j.harris/code/cruisin-usa/PLYR.ASM:817,
PALRAM,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:23,/Users/j.harris/code/cruisin-usa/PALL.ASM:33,
PALXFER_STR,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:537,/Users/j.harris/code/cruisin-usa/PALL.ASM:543,
PAPA45,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:602,/Users/j.harris/code/cruisin-usa/BONUS.ASM:610,
PAPA45X,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:604,/Users/j.harris/code/cruisin-usa/BONUS.ASM:611,
PAPAPA44,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:531,/Users/j.harris/code/cruisin-usa/BONUS.ASM:542,
PB1,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1339,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1342,
PB2,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1340,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1343,
PC1A,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:297,/Users/j.harris/code/cruisin-usa/COLLA.ASM:309,
PC1X0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:280,/Users/j.harris/code/cruisin-usa/COLLA.ASM:286,
PC2A,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:328,/Users/j.harris/code/cruisin-usa/COLLA.ASM:331,
PC3X,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:466,/Users/j.harris/code/cruisin-usa/COLLA.ASM:489,
PCB,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:669,/Users/j.harris/code/cruisin-usa/COIN.ASM:670,
PCLP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:365,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:373,
PCOUT,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1806,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1882,
PCWT,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1807,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1810,
PDIST,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1048,/Users/j.harris/code/cruisin-usa/RACER.ASM:1052,
PDIST1,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1051,/Users/j.harris/code/cruisin-usa/RACER.ASM:1059,
PDIST1A,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1071,/Users/j.harris/code/cruisin-usa/RACER.ASM:1077,
PDIST1B,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1075,/Users/j.harris/code/cruisin-usa/RACER.ASM:1080,
PDIST2,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1084,/Users/j.harris/code/cruisin-usa/RACER.ASM:1092,
PDLINKX,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:853,/Users/j.harris/code/cruisin-usa/OBJ.ASM:867,
PDMLP,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:716,/Users/j.harris/code/cruisin-usa/PALL.ASM:773,
PEDALTRUE,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2699,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2706,
PERFECT2,2,/Users/j.harris/code/cruisin-usa/MATH.ASM:65,/Users/j.harris/code/cruisin-usa/MATH.ASM:70,
PFOLLP,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:606,/Users/j.harris/code/cruisin-usa/MPROC.ASM:613,
PFPLP,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1639,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1667,
PLANE_FWL,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:2173,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:2211,
