symbol,ref_count,example1,example2,example3
DELTA,24,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:21,/Users/j.harris/code/cruisin-usa/BONUS.ASM:21,/Users/j.harris/code/cruisin-usa/COLLA.ASM:22
TUNE_IDX,24,/Users/j.harris/code/cruisin-usa/INTRO.ASM:921,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:323,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:356
_AIVI,23,/Users/j.harris/code/cruisin-usa/MAP.ASM:1413,/Users/j.harris/code/cruisin-usa/MAP.ASM:1415,/Users/j.harris/code/cruisin-usa/MAP.ASM:1417
POSITION,23,/Users/j.harris/code/cruisin-usa/BONUS.ASM:208,/Users/j.harris/code/cruisin-usa/BONUS.ASM:271,/Users/j.harris/code/cruisin-usa/BONUS.ASM:533
CHOSEN_VEHICLE,22,/Users/j.harris/code/cruisin-usa/INTRO.ASM:31,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1351,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1438
COIN_TABLE,22,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:46,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:350,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1523
NEGI,22,/Users/j.harris/code/cruisin-usa/MAP.ASM:1359,/Users/j.harris/code/cruisin-usa/MAP.ASM:1534,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3557
BZD,21,/Users/j.harris/code/cruisin-usa/OBJ.ASM:791,/Users/j.harris/code/cruisin-usa/OBJ.ASM:853,/Users/j.harris/code/cruisin-usa/OBJ.ASM:883
DD_SLP,21,/Users/j.harris/code/cruisin-usa/DRONES.ASM:214,/Users/j.harris/code/cruisin-usa/DRONES.ASM:230,/Users/j.harris/code/cruisin-usa/DRONES.ASM:402
DD_VAR,21,/Users/j.harris/code/cruisin-usa/DRONES.ASM:215,/Users/j.harris/code/cruisin-usa/DRONES.ASM:228,/Users/j.harris/code/cruisin-usa/DRONES.ASM:400
pal,21,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1272,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2533,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3694
RACE_MODE,21,/Users/j.harris/code/cruisin-usa/SYS.EQU:22,/Users/j.harris/code/cruisin-usa/BONUS.ASM:658,/Users/j.harris/code/cruisin-usa/BONUS.ASM:674
asg,20,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:178,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:179,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:180
BD,20,/Users/j.harris/code/cruisin-usa/OBJ.ASM:372,/Users/j.harris/code/cruisin-usa/COLLA.ASM:302,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1202
C30,20,/Users/j.harris/code/cruisin-usa/DIAG.ASM:9,/Users/j.harris/code/cruisin-usa/CMOS.ASM:11,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:20
NOLONG_VEHICLES,20,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:110,/Users/j.harris/code/cruisin-usa/BONUS.ASM:777,/Users/j.harris/code/cruisin-usa/RHO.ASM:45
START_RADY,20,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1142,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1375,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1621
SUSPEND_MODE,20,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:207,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:489,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2209
_ATTR_MODE,19,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1110,/Users/j.harris/code/cruisin-usa/INTRO.ASM:232,/Users/j.harris/code/cruisin-usa/INTRO.ASM:779
COIN_COUNTER1,19,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:127,/Users/j.harris/code/cruisin-usa/COIN.ASM:33,/Users/j.harris/code/cruisin-usa/COIN.ASM:34
DYNALIST_TRUEBEGIN,19,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:161,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:346,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2748
LDFZ,19,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3718,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3734,/Users/j.harris/code/cruisin-usa/PLYR.ASM:715
MOTION_CMDSTR,19,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1234,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1258,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1261
NOAERASE,19,/Users/j.harris/code/cruisin-usa/HEADS.ASM:219,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:46,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:171
BGNDCOLA,18,/Users/j.harris/code/cruisin-usa/HEADS.ASM:218,/Users/j.harris/code/cruisin-usa/DIAG.ASM:203,/Users/j.harris/code/cruisin-usa/DIAG.ASM:408
BNN,18,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1603,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1621,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:665
DGROUP_COUNT,18,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:368,/Users/j.harris/code/cruisin-usa/DRONES.ASM:527,/Users/j.harris/code/cruisin-usa/RROAD.ASM:209
font18_white,18,/Users/j.harris/code/cruisin-usa/HEADS.ASM:192,/Users/j.harris/code/cruisin-usa/HEADS.ASM:193,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:570
ICF,18,/Users/j.harris/code/cruisin-usa/INTRO.ASM:200,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:117,/Users/j.harris/code/cruisin-usa/COIN.ASM:725
SECTIONIDX,18,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:367,/Users/j.harris/code/cruisin-usa/RROAD.ASM:208,/Users/j.harris/code/cruisin-usa/RHO.ASM:452
ACTIVE_SCREEN,17,/Users/j.harris/code/cruisin-usa/DIAG.ASM:212,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1501,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:457
CHALLENGE_RACE,17,/Users/j.harris/code/cruisin-usa/BONUS.ASM:28,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1020,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:334
OFREECNT,17,/Users/j.harris/code/cruisin-usa/OBJ.ASM:30,/Users/j.harris/code/cruisin-usa/OBJ.ASM:49,/Users/j.harris/code/cruisin-usa/OBJ.ASM:167
VALUE,17,/Users/j.harris/code/cruisin-usa/MACS.EQU:95,/Users/j.harris/code/cruisin-usa/MACS.EQU:96,/Users/j.harris/code/cruisin-usa/MACS.EQU:97
WAITMSEC,17,/Users/j.harris/code/cruisin-usa/MOTION.ASM:181,/Users/j.harris/code/cruisin-usa/MOTION.ASM:481,/Users/j.harris/code/cruisin-usa/MOTION.ASM:498
_pot0,16,/Users/j.harris/code/cruisin-usa/DIAG.ASM:810,/Users/j.harris/code/cruisin-usa/DIAG.ASM:818,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2225
CHEAT,16,/Users/j.harris/code/cruisin-usa/COLLA.ASM:28,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2085,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2086
DYNALIST_END,16,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:148,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2743,/Users/j.harris/code/cruisin-usa/RHO.ASM:174
NOSWAP,16,/Users/j.harris/code/cruisin-usa/BONUS.ASM:763,/Users/j.harris/code/cruisin-usa/BONUS.ASM:776,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1088
NULLSTR,16,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1704,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2450,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2481
PLY2CAR,16,/Users/j.harris/code/cruisin-usa/MAP.ASM:1333,/Users/j.harris/code/cruisin-usa/MAP.ASM:1580,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:68
RUN_COUNTRY,16,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1771,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1772,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1773
BGTD,15,/Users/j.harris/code/cruisin-usa/COLLA.ASM:909,/Users/j.harris/code/cruisin-usa/COLLA.ASM:919,/Users/j.harris/code/cruisin-usa/COLLA.ASM:929
CLEARRDY,15,/Users/j.harris/code/cruisin-usa/OBJ.ASM:775,/Users/j.harris/code/cruisin-usa/OBJ.ASM:790,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3039
CMOS_WP_WORD_SHADOW,15,/Users/j.harris/code/cruisin-usa/CMOS.ASM:54,/Users/j.harris/code/cruisin-usa/CMOS.ASM:55,/Users/j.harris/code/cruisin-usa/CMOS.ASM:56
FINISH_LINE,15,/Users/j.harris/code/cruisin-usa/BONUS.ASM:31,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:339,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:382
HARD_SECTION_LOAD,15,/Users/j.harris/code/cruisin-usa/HEADS.ASM:110,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:93,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:98
sky1_p,15,/Users/j.harris/code/cruisin-usa/INFIN.ASM:270,/Users/j.harris/code/cruisin-usa/INFIN.ASM:496,/Users/j.harris/code/cruisin-usa/INFIN.ASM:611
SWITCHBUTS,15,/Users/j.harris/code/cruisin-usa/BONUS.ASM:646,/Users/j.harris/code/cruisin-usa/INTRO.ASM:477,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2348
ATTRWAVE,14,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:40,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:270,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:18
INFRAMES,14,/Users/j.harris/code/cruisin-usa/COMM.ASM:260,/Users/j.harris/code/cruisin-usa/COMM.ASM:278,/Users/j.harris/code/cruisin-usa/COMM.ASM:294
l,14,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1190,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1192,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1509
LDIN,14,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1443,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:951,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:975
NUMBER,14,/Users/j.harris/code/cruisin-usa/MACS.EQU:55,/Users/j.harris/code/cruisin-usa/MACS.EQU:56,/Users/j.harris/code/cruisin-usa/MACS.EQU:233
OACTIVE,14,/Users/j.harris/code/cruisin-usa/OBJ.ASM:22,/Users/j.harris/code/cruisin-usa/OBJ.ASM:53,/Users/j.harris/code/cruisin-usa/BONUS.ASM:749
OFREE,14,/Users/j.harris/code/cruisin-usa/OBJ.ASM:23,/Users/j.harris/code/cruisin-usa/OBJ.ASM:36,/Users/j.harris/code/cruisin-usa/OBJ.ASM:160
OM_MODE,14,/Users/j.harris/code/cruisin-usa/INTRO.ASM:244,/Users/j.harris/code/cruisin-usa/INTRO.ASM:412,/Users/j.harris/code/cruisin-usa/INTRO.ASM:563
POSE,14,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:19,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2647,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2666
SWRAM,14,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:222,/Users/j.harris/code/cruisin-usa/CUSA.ASM:907,/Users/j.harris/code/cruisin-usa/CUSA.ASM:908
TRANSMISSION_ACTIVE,14,/Users/j.harris/code/cruisin-usa/COMM.ASM:44,/Users/j.harris/code/cruisin-usa/COMM.ASM:152,/Users/j.harris/code/cruisin-usa/COMM.ASM:172
WRECKFLG,14,/Users/j.harris/code/cruisin-usa/COLLA.ASM:28,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2096,/Users/j.harris/code/cruisin-usa/PLYR.ASM:46
_ACNTL,13,/Users/j.harris/code/cruisin-usa/MAP.ASM:1252,/Users/j.harris/code/cruisin-usa/MAP.ASM:1300,/Users/j.harris/code/cruisin-usa/MAP.ASM:1384
_pot1,13,/Users/j.harris/code/cruisin-usa/DIAG.ASM:828,/Users/j.harris/code/cruisin-usa/DIAG.ASM:836,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2218
CAR_LIST,13,/Users/j.harris/code/cruisin-usa/OBJ.ASM:62,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1162,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2906
COMM,13,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:22,/Users/j.harris/code/cruisin-usa/BONUS.ASM:22,/Users/j.harris/code/cruisin-usa/COMM.ASM:22
COMM_MASTER_ERROR,13,/Users/j.harris/code/cruisin-usa/COMM.ASM:625,/Users/j.harris/code/cruisin-usa/COMM.ASM:626,/Users/j.harris/code/cruisin-usa/COMM.ASM:627
COMPTRAK,13,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2571,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2772,/Users/j.harris/code/cruisin-usa/DRONES.ASM:456
DGROUP_AW,13,/Users/j.harris/code/cruisin-usa/DRONES.ASM:285,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:41,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:52
DRIVE_LIST,13,/Users/j.harris/code/cruisin-usa/OBJ.ASM:61,/Users/j.harris/code/cruisin-usa/COLLA.ASM:61,/Users/j.harris/code/cruisin-usa/COLLA.ASM:166
FIRST_RACE,13,/Users/j.harris/code/cruisin-usa/SYS.EQU:23,/Users/j.harris/code/cruisin-usa/BONUS.ASM:224,/Users/j.harris/code/cruisin-usa/INTRO.ASM:36
IN_RESET_MODE,13,/Users/j.harris/code/cruisin-usa/BONUS.ASM:514,/Users/j.harris/code/cruisin-usa/BONUS.ASM:515,/Users/j.harris/code/cruisin-usa/INTRO.ASM:924
MY_STATE,13,/Users/j.harris/code/cruisin-usa/BONUS.ASM:201,/Users/j.harris/code/cruisin-usa/BONUS.ASM:203,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:48
OM_CHOSEN_RACE,13,/Users/j.harris/code/cruisin-usa/COMM.EQU:155,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:45,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:93
RETSEQ,13,/Users/j.harris/code/cruisin-usa/DIAG.ASM:694,/Users/j.harris/code/cruisin-usa/DIAG.ASM:757,/Users/j.harris/code/cruisin-usa/DIAG.ASM:968
sPOTVALUE,13,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1233,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1254,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1262
WHEELPOS,13,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:22,/Users/j.harris/code/cruisin-usa/WHEEL.ASM:92,/Users/j.harris/code/cruisin-usa/BONUS.ASM:758
CHOSEN_TRANSMISSION,12,/Users/j.harris/code/cruisin-usa/INTRO.ASM:32,/Users/j.harris/code/cruisin-usa/PLYR.ASM:329,/Users/j.harris/code/cruisin-usa/HUD.ASM:221
COMM_SLAVE_ERROR,12,/Users/j.harris/code/cruisin-usa/COMM.ASM:1157,/Users/j.harris/code/cruisin-usa/COMM.ASM:1158,/Users/j.harris/code/cruisin-usa/COMM.ASM:1159
deerc1,12,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:37,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:39,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:602
DID_TIMED_OUT,12,/Users/j.harris/code/cruisin-usa/BONUS.ASM:489,/Users/j.harris/code/cruisin-usa/BONUS.ASM:530,/Users/j.harris/code/cruisin-usa/BONUS.ASM:572
IGNORE_UPDATES,12,/Users/j.harris/code/cruisin-usa/BONUS.ASM:466,/Users/j.harris/code/cruisin-usa/RHO.ASM:821,/Users/j.harris/code/cruisin-usa/RHO.ASM:912
ITEM,12,/Users/j.harris/code/cruisin-usa/MACS.EQU:325,/Users/j.harris/code/cruisin-usa/MACS.EQU:327,/Users/j.harris/code/cruisin-usa/MACS.EQU:328
LDFN,12,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3513,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1248,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2579
LDFNZ,12,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3719,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3735,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1013
OP,12,/Users/j.harris/code/cruisin-usa/MACS.EQU:535,/Users/j.harris/code/cruisin-usa/MACS.EQU:537,/Users/j.harris/code/cruisin-usa/MACS.EQU:540
RDPOT,12,/Users/j.harris/code/cruisin-usa/COMM.ASM:212,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:241,/Users/j.harris/code/cruisin-usa/CUSA.ASM:141
RND,12,/Users/j.harris/code/cruisin-usa/LINE.ASM:154,/Users/j.harris/code/cruisin-usa/LINE.ASM:178,/Users/j.harris/code/cruisin-usa/LINE.ASM:237
SIZEOF,12,/Users/j.harris/code/cruisin-usa/MACS.EQU:574,/Users/j.harris/code/cruisin-usa/MACS.EQU:575,/Users/j.harris/code/cruisin-usa/MACS.EQU:578
TL,12,/Users/j.harris/code/cruisin-usa/MOTION.ASM:440,/Users/j.harris/code/cruisin-usa/MOTION.ASM:441,/Users/j.harris/code/cruisin-usa/MOTION.ASM:442
TYCOFLAG,12,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:190,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:231,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:375
WAITTIK,12,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2900,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2902,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3393
BND,11,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:914,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1375,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1601
BUTTON_TIKS,11,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1425,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1459,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1460
DD_MAX_DRONES,11,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:79,/Users/j.harris/code/cruisin-usa/BONUS.ASM:230,/Users/j.harris/code/cruisin-usa/DRONES.ASM:216
FRAMRATE,11,/Users/j.harris/code/cruisin-usa/INTRO.ASM:62,/Users/j.harris/code/cruisin-usa/INTRO.ASM:196,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1013
GAME_TIMER,11,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1005,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3399,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3635
LDFLE,11,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:398,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1392,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2133
LDIC,11,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3280,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3301,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:212
NUM_PROCS_ACTIVE,11,/Users/j.harris/code/cruisin-usa/MPROC.ASM:19,/Users/j.harris/code/cruisin-usa/MPROC.ASM:43,/Users/j.harris/code/cruisin-usa/MPROC.ASM:107
NUM_PROCS_IDLE,11,/Users/j.harris/code/cruisin-usa/MPROC.ASM:20,/Users/j.harris/code/cruisin-usa/MPROC.ASM:44,/Users/j.harris/code/cruisin-usa/MPROC.ASM:111
ROADKILLXZ,11,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:43,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:71,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:72
WT,11,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2379,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2380,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2381
_pot2,10,/Users/j.harris/code/cruisin-usa/DIAG.ASM:846,/Users/j.harris/code/cruisin-usa/DIAG.ASM:854,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2221
BLTD,10,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:350,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:375,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:387
CALLC,10,/Users/j.harris/code/cruisin-usa/OBJ.ASM:581,/Users/j.harris/code/cruisin-usa/OBJ.ASM:585,/Users/j.harris/code/cruisin-usa/OBJ.ASM:589
CASE,10,/Users/j.harris/code/cruisin-usa/VANTAB.INC:12,/Users/j.harris/code/cruisin-usa/VANTAB.INC:13,/Users/j.harris/code/cruisin-usa/VANTAB.INC:18
COIN_COUNTER2,10,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:127,/Users/j.harris/code/cruisin-usa/COIN.ASM:72,/Users/j.harris/code/cruisin-usa/COIN.ASM:73
DBUD,10,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:954,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:997,/Users/j.harris/code/cruisin-usa/COMM.ASM:404
DECOMP_ACTIVE,10,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:148,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:136,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:120
deerc2,10,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:602,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:602,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:603
DO_FOLDFLAG,10,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:42,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:43,/Users/j.harris/code/cruisin-usa/BONUS.ASM:32
L,10,/Users/j.harris/code/cruisin-usa/CMOS.ASM:676,/Users/j.harris/code/cruisin-usa/CMOS.ASM:678,/Users/j.harris/code/cruisin-usa/CMOS.ASM:690
label,10,/Users/j.harris/code/cruisin-usa/MPROC.EQU:64,/Users/j.harris/code/cruisin-usa/MPROC.EQU:67,/Users/j.harris/code/cruisin-usa/MPROC.EQU:70
MOTION_SAFETY_ON,10,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3390,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3392,/Users/j.harris/code/cruisin-usa/HUD.ASM:52
NOT1ST,10,/Users/j.harris/code/cruisin-usa/DIAG.ASM:779,/Users/j.harris/code/cruisin-usa/DIAG.ASM:781,/Users/j.harris/code/cruisin-usa/BONUS.ASM:833
OM_LINKWAIT,10,/Users/j.harris/code/cruisin-usa/INTRO.ASM:255,/Users/j.harris/code/cruisin-usa/INTRO.ASM:557,/Users/j.harris/code/cruisin-usa/INTRO.ASM:856
SEND_BUFFER_A_LEN,10,/Users/j.harris/code/cruisin-usa/COMM.ASM:235,/Users/j.harris/code/cruisin-usa/COMM.ASM:1012,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:32
SIGN,10,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:181,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:190,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:234
SIGN_LIST,10,/Users/j.harris/code/cruisin-usa/OBJ.ASM:63,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1972,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1973
U,10,/Users/j.harris/code/cruisin-usa/OBJ.ASM:208,/Users/j.harris/code/cruisin-usa/PALL.ASM:371,/Users/j.harris/code/cruisin-usa/PALL.ASM:431
WT_NSTART,10,/Users/j.harris/code/cruisin-usa/DIAG.ASM:35,/Users/j.harris/code/cruisin-usa/DIAG.ASM:44,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1662
_ACMAP,9,/Users/j.harris/code/cruisin-usa/MAP.ASM:1275,/Users/j.harris/code/cruisin-usa/MAP.ASM:1380,/Users/j.harris/code/cruisin-usa/MAP.ASM:1511
_ADDRL,9,/Users/j.harris/code/cruisin-usa/MAP.ASM:1272,/Users/j.harris/code/cruisin-usa/MAP.ASM:1391,/Users/j.harris/code/cruisin-usa/MAP.ASM:1425
_SECdeserts,9,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:129,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:167,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:172
_SECiowa_b2,9,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:183,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:198,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:206
_sectime,9,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:372,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:392,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:731
BOILEROBJ,9,/Users/j.harris/code/cruisin-usa/INTRO.ASM:362,/Users/j.harris/code/cruisin-usa/INTRO.ASM:364,/Users/j.harris/code/cruisin-usa/INTRO.ASM:524
CHOOSENCAR,9,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1271,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1468,/Users/j.harris/code/cruisin-usa/PLYR.ASM:276
COLSGCX,9,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1275,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1460,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1479
COUNTER_IDX,9,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:128,/Users/j.harris/code/cruisin-usa/COIN.ASM:1278,/Users/j.harris/code/cruisin-usa/COIN.ASM:1297
DBNZ,9,/Users/j.harris/code/cruisin-usa/COMM.ASM:477,/Users/j.harris/code/cruisin-usa/COMM.ASM:498,/Users/j.harris/code/cruisin-usa/COMM.ASM:556
DECCARX,9,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1073,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1080,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1086
DIV_F30,9,/Users/j.harris/code/cruisin-usa/COLLA.ASM:644,/Users/j.harris/code/cruisin-usa/RROAD.ASM:265,/Users/j.harris/code/cruisin-usa/RROAD.ASM:272
DIV_I30,9,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3410,/Users/j.harris/code/cruisin-usa/AUDITS.ASM:76,/Users/j.harris/code/cruisin-usa/AUDITS.ASM:95
DO_NOT_REENABLE_INT,9,/Users/j.harris/code/cruisin-usa/SND.ASM:236,/Users/j.harris/code/cruisin-usa/SND.ASM:249,/Users/j.harris/code/cruisin-usa/SND.ASM:256
DYNALIST_BEGIN,9,/Users/j.harris/code/cruisin-usa/DRONES.ASM:597,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2518,/Users/j.harris/code/cruisin-usa/INFIN.ASM:54
ERROR,9,/Users/j.harris/code/cruisin-usa/OBJ.ASM:16,/Users/j.harris/code/cruisin-usa/DIAG.ASM:23,/Users/j.harris/code/cruisin-usa/PALL.ASM:19
ETIME,9,/Users/j.harris/code/cruisin-usa/BONUS.ASM:84,/Users/j.harris/code/cruisin-usa/BONUS.ASM:492,/Users/j.harris/code/cruisin-usa/BONUS.ASM:494
